Cyclosporine,Botulinum Toxin Type B,0.024020355944212524,1.618077193951669e-05
Cyclosporine,Botulinum toxin type A,0.02402023278946241,1.6175240935664923e-05
Cyclosporine,Pegvisomant,0.007950359031751618,5.542250980656408e-06
Cyclosporine,Octreotide,0.006995673423714168,4.812984811636855e-06
Cyclosporine,Calcitriol,0.006807497283127627,5.360234081202856e-06
Aldesleukin,Erythropoietin,0.005609388754871389,5.648931273787905e-06
Aldesleukin,Darbepoetin alfa,0.005547826556859357,5.666829986577484e-06
Erythropoietin,Leuprolide,0.004867505294351635,5.676391013821149e-06
Darbepoetin alfa,Leuprolide,0.004765215834894087,5.649337089382438e-06
Erythropoietin,Octreotide,0.004720224580605171,7.329541274231632e-06
Darbepoetin alfa,Octreotide,0.0045639058035154036,7.244294926214926e-06
Erythropoietin,Goserelin,0.004309231690108592,5.2169875182912735e-06
Darbepoetin alfa,Goserelin,0.004219476769248474,5.196399962128662e-06
Tositumomab,Erythropoietin,0.003625420759221202,3.7510820064368358e-06
Tositumomab,Darbepoetin alfa,0.003581959039272317,3.760586917871199e-06
Trastuzumab,Cyclosporine,0.003132346582782454,2.2199479679535467e-06
Aldesleukin,Thyrotropin alfa,0.003106511473138986,3.252891594909933e-06
Octreotide,Pegvisomant,0.0026868057022122567,3.7264988934982755e-06
Adalimumab,Cyclosporine,0.002418825776586405,1.4099829650751413e-06
Cyclosporine,Goserelin,0.0023183892421288093,1.4175415726865236e-06
Infliximab,Cyclosporine,0.0023136881081338824,1.3331536203594828e-06
Cyclosporine,Leuprolide,0.0023079985099721486,1.3845222015429805e-06
Aldesleukin,Cyclosporine,0.002149109627044483,1.192293829150892e-06
Cyclosporine,Folic acid,0.0021487633149881264,1.4291741370057375e-06
Peginterferon alfa-2b,Pegvisomant,0.001972657681814522,2.4145136864314835e-06
Rituximab,Erythropoietin,0.0019620736767073134,2.7194368353531717e-06
Rituximab,Darbepoetin alfa,0.0019431875178448073,2.7465547955403635e-06
Bevacizumab,Cyclosporine,0.001931944269471448,1.3794675255062107e-06
Alemtuzumab,Cyclosporine,0.001902629674143769,1.3080987790606869e-06
Gemtuzumab ozogamicin,Cyclosporine,0.0019026127916350107,1.307637657481107e-06
Rituximab,Cyclosporine,0.0018981685625247442,1.2398227057640392e-06
Tositumomab,Cyclosporine,0.0018803808879148977,1.0587730224746045e-06
Ibritumomab tiuxetan,Cyclosporine,0.0018515604150537287,1.275179349210557e-06
Peginterferon alfa-2a,Erythropoietin,0.0017685784086940205,2.9064558893903378e-06
Peginterferon alfa-2a,Darbepoetin alfa,0.0017432411434147317,2.9322811495622062e-06
Tositumomab,Desmopressin,0.0017378270455851335,1.3819698175627303e-06
Peginterferon alfa-2a,Pegvisomant,0.0017293951044566752,2.5228229094918676e-06
Infliximab,Leuprolide,0.001712782013612403,1.3863067694151381e-06
Cyclosporine,Salmon calcitonin,0.0016860036217212018,1.0990897142902229e-06
Nitroprusside,Pancrelipase,0.0016344021044635859,8.834605970073437e-05
Peginterferon alfa-2a,Cyclosporine,0.001609042184031531,1.1347265049587667e-06
Basiliximab,Cyclosporine,0.0015615168580306652,1.1274489949679893e-06
Muromonab,Cyclosporine,0.0015615168580306652,1.1274489949679893e-06
Efalizumab,Cyclosporine,0.0015615168580306652,1.1274489949679893e-06
Natalizumab,Cyclosporine,0.0015614914817554321,1.1270238049479842e-06
Antithymocyte immunoglobulin (rabbit),Cyclosporine,0.0015529357954761948,1.1216582126949764e-06
Erythropoietin,Trastuzumab,0.0014988055337216471,2.4917797734358224e-06
Octreotide,Lipoic acid,0.001493835768959083,3.3873826960523427e-06
Darbepoetin alfa,Trastuzumab,0.0014655860506402477,2.494614554281273e-06
Interferon alfa-2b,Erythropoietin,0.001458165795395713,2.488337534804971e-06
Peginterferon alfa-2b,Cyclosporine,0.001456892873879033,9.402341877244485e-07
Interferon alfa-2b,Darbepoetin alfa,0.0014411049565975344,2.5194142597858993e-06
Pegvisomant,Lipoic acid,0.0013531471941778173,3.206509938809994e-06
Alemtuzumab,Erythropoietin,0.0012610544188035055,1.9551231299279154e-06
Gemtuzumab ozogamicin,Erythropoietin,0.001261039124536084,1.9535850109002074e-06
Alemtuzumab,Darbepoetin alfa,0.0012468312937903056,1.975960845943432e-06
